@relation vehicle_KMeans-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement

@attribute CLUSTER1DIST numeric
@attribute CLUSTER2DIST numeric
@attribute CLUSTER3DIST numeric
@attribute CLUSTER4DIST numeric
@attribute Class {van,saab,bus,opel}

@data
32.087447,113.203129,59.248023,394.302456,bus
461.827704,330.760412,432.426181,49.634458,opel
147.794269,52.146977,106.34803,294.949562,saab
442.077128,311.042422,413.993642,26.818345,saab
102.205966,79.218263,59.50642,348.751122,saab
392.090212,262.122281,362.820887,42.051366,opel
93.080394,225.543102,129.114169,512.026772,van
89.917943,63.812959,82.441276,338.331313,van
127.685428,19.611522,105.285594,296.607295,saab
442.076914,312.502989,415.074542,30.711448,saab
60.067982,80.322949,50.057703,366.914092,bus
457.230246,328.290167,429.986918,46.486413,opel
38.408294,118.792459,40.464002,407.313354,bus
119.883655,56.966221,78.79898,323.499109,saab
49.235853,177.760451,86.109943,460.693329,van
78.663898,77.797484,77.351789,353.907358,van
51.45458,184.724141,95.712459,468.711404,van
78.554092,203.301307,101.513248,488.595192,opel
122.922886,254.967313,155.300724,539.214799,opel
442.712361,314.995067,417.154031,43.097506,opel
47.380425,179.002451,89.420754,462.851708,van
38.190308,107.417169,46.987069,394.34371,bus
104.70286,39.632163,81.529046,322.309641,opel
46.994074,98.062916,57.323098,381.013058,bus
64.119599,89.94379,20.052561,376.615872,bus
89.339771,61.667805,51.771318,346.295116,saab
317.217677,186.592983,284.529313,118.89121,saab
45.602053,110.821597,38.614384,399.728189,van
60.258482,95.256233,28.486162,382.67939,bus
414.31284,283.987026,387.795536,21.844835,saab
333.624942,201.313149,301.507552,99.319272,saab
54.941393,98.09662,70.753721,375.2039,bus
71.4764,201.423038,102.889453,488.275212,saab
193.662872,67.954832,158.744389,238.36935,opel
445.045787,313.784488,417.314663,32.36348,opel
410.728401,277.929806,380.936711,42.362363,saab
28.125917,118.453576,50.496984,400.101374,saab
455.685122,325.454222,428.325128,41.7566,opel
101.704429,234.82247,136.863035,520.101833,van
104.748554,40.895109,74.891462,321.889066,saab
121.459682,17.355264,93.013023,304.372954,opel
49.85905,93.367713,41.984178,381.207029,van
52.073333,93.547313,61.416947,372.966555,bus
67.58537,90.787057,72.284458,370.57739,van
99.606909,232.459521,134.141443,518.190737,van
28.523061,155.077591,66.546519,440.57068,opel
266.497116,133.355176,237.661004,166.73431,saab
404.053794,275.098088,378.044012,28.661508,saab
417.922805,285.98553,388.18359,30.578395,opel
90.886305,211.711289,107.035472,497.639031,saab
400.517388,271.253165,370.184834,53.796996,opel
55.057665,187.478107,99.401202,470.682016,van
52.735303,93.448334,24.370511,380.595537,saab
290.061474,159.598174,257.494043,141.951221,saab
129.663793,28.254192,100.131561,301.983691,bus
41.890801,113.993716,67.115407,390.263114,bus
21.987533,152.418157,63.099732,438.925414,saab
400.036234,269.178644,372.71393,29.791956,bus
261.466572,129.441121,233.161988,163.665545,bus
69.629004,75.867426,61.89512,360.400743,bus
489.893326,359.754549,461.856377,72.992635,opel
177.031189,54.964126,146.126264,249.286707,saab
268.615491,136.73567,237.138044,162.5905,opel
80.847934,60.830025,63.456716,347.287505,van
59.468945,192.31695,96.476121,476.706799,saab
88.764903,62.698469,81.661697,337.747277,van
689.877746,563.415092,664.665587,276.995466,bus
25.268898,127.462098,52.589086,413.991023,van
368.403272,237.325826,336.428234,71.695651,saab
443.499014,311.609198,415.589359,33.485785,saab
56.618633,185.003737,86.651686,471.361576,opel
109.875337,48.477712,71.928547,326.786132,bus
50.30923,95.657997,34.162114,383.959022,bus
437.259278,308.533827,411.323419,28.160153,opel
99.737427,226.288974,122.651484,512.629823,van
101.446938,47.563072,84.921122,326.420142,van
437.830584,307.105652,410.109867,27.724376,saab
371.220852,243.69196,346.619269,59.527369,saab
333.05351,201.118778,301.750201,97.915836,opel
307.366423,175.868639,280.572159,118.35159,saab
668.040548,539.016187,642.079632,251.503173,bus
365.25716,233.568719,334.626278,75.263302,bus
255.021303,131.410418,227.197104,173.54718,bus
146.406908,35.286847,116.231618,290.618565,bus
