@relation vehicle_KMeans-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement

@attribute CLUSTER1DIST numeric
@attribute CLUSTER2DIST numeric
@attribute CLUSTER3DIST numeric
@attribute CLUSTER4DIST numeric
@attribute Class {van,saab,bus,opel}

@data
147.26943,22.450607,120.689062,279.480295,opel
551.832436,425.74303,528.194136,143.586056,bus
733.375747,604.115457,706.805486,315.535353,bus
178.010062,64.062621,141.94546,259.940021,bus
93.157808,58.053468,84.78892,330.830219,van
107.353062,49.908314,70.756289,331.522131,bus
89.804459,51.43702,62.710132,337.310061,van
22.741812,136.524984,50.370716,420.192428,opel
187.629317,68.582053,149.60211,252.059293,opel
45.195699,97.510925,57.762647,379.110173,bus
75.534631,68.831262,58.851807,354.210296,saab
94.74741,217.837638,116.211686,505.935821,van
86.85662,213.162188,113.111367,500.311272,opel
36.022532,114.387222,63.415028,393.533193,bus
98.148445,62.497841,57.486254,341.117588,opel
380.96206,252.734674,356.096539,48.709782,saab
45.250563,175.991534,83.462277,460.160297,opel
63.375355,81.620951,30.039857,369.890231,bus
50.324511,96.639298,61.360683,374.963632,bus
146.526809,22.776584,113.615802,284.06294,saab
179.206261,72.697489,138.173374,269.711982,opel
249.883358,120.277161,224.392243,187.274569,saab
55.159968,111.629527,80.273513,384.280773,bus
37.280199,145.127622,46.381852,430.32538,opel
38.422822,140.520168,41.546543,425.437437,van
301.57487,168.119787,269.931682,127.931003,opel
370.158733,241.539992,341.834884,61.441872,opel
448.831814,317.827328,422.517143,49.356274,opel
36.424649,108.755639,59.09466,389.361962,bus
34.596572,135.095603,53.077272,423.025273,van
49.399253,100.526352,38.028624,383.414996,saab
438.02242,305.789938,409.122676,35.704762,saab
77.572355,82.478357,78.998837,353.161616,van
417.124192,285.032227,387.908577,30.887134,opel
49.915691,92.191458,33.633296,378.635377,bus
53.258787,172.6806,74.752989,461.619293,van
370.22995,239.449426,340.546105,58.680377,saab
62.211764,76.433498,55.815641,361.367356,saab
310.895187,177.738342,280.971365,115.258894,saab
94.364118,52.911966,60.584386,338.681211,van
242.763509,115.915485,207.193988,195.591562,opel
39.379983,104.260379,50.828353,389.938118,bus
184.261674,59.351204,150.257627,246.51405,saab
128.417311,112.322145,102.649486,372.152186,van
48.319493,100.142325,63.803817,378.521802,bus
43.663482,105.768876,63.917566,384.380641,bus
501.159749,372.025906,475.102836,84.606734,bus
378.254705,246.558308,347.554681,55.014665,saab
37.759068,109.639812,20.518071,397.965836,van
443.816253,313.469736,416.260129,26.453344,saab
204.120646,78.461984,181.290402,227.457268,saab
197.49442,79.310738,164.393235,238.656032,opel
84.702686,218.539676,122.954001,503.324323,van
430.91642,300.423675,403.345122,20.195099,saab
422.607011,292.259254,394.866906,16.089973,saab
59.744891,192.063987,95.6772,477.808345,van
48.060098,107.859897,70.788313,384.93906,bus
210.737838,78.88036,180.975586,220.431667,bus
23.749262,153.101618,68.614222,437.806496,van
459.58601,329.367869,432.229468,44.59017,opel
56.568796,148.975356,45.197894,434.768805,van
51.253344,106.241922,34.516602,394.097822,van
96.623778,61.652137,56.157954,342.853157,bus
86.521345,55.134163,70.911785,337.610234,van
59.536307,170.792171,75.747149,458.776318,van
167.532347,39.92382,141.591414,258.925877,opel
236.306321,105.354434,205.238559,190.317768,saab
76.982044,75.348189,51.075033,361.06209,bus
395.913639,269.528961,370.718563,48.843645,opel
409.024862,282.738344,383.309016,46.028726,bus
97.33429,46.230115,72.383625,330.25778,van
263.483961,129.371866,232.300181,166.393003,saab
58.909835,138.309754,36.456396,424.016777,van
46.330759,110.457445,26.207003,399.231759,van
54.832235,107.845435,41.364541,395.419037,bus
69.270407,68.054853,55.253603,354.033751,opel
45.575996,107.952338,16.435231,395.713898,van
389.457081,258.186404,362.970545,51.746022,saab
71.276712,79.23547,31.174916,366.078182,bus
278.565066,145.759483,248.76749,148.536683,saab
37.07479,113.524736,39.898193,395.713207,saab
72.536267,75.985308,50.230208,363.393789,bus
54.333695,88.69631,58.324947,371.312792,bus
38.002977,106.03178,57.820227,386.858217,bus
60.072375,92.088774,16.999706,378.422906,bus
32.087447,113.203129,59.248023,394.302456,bus
461.827704,330.760412,432.426181,49.634458,opel
147.794269,52.146977,106.34803,294.949562,saab
442.077128,311.042422,413.993642,26.818345,saab
102.205966,79.218263,59.50642,348.751122,saab
392.090212,262.122281,362.820887,42.051366,opel
93.080394,225.543102,129.114169,512.026772,van
89.917943,63.812959,82.441276,338.331313,van
127.685428,19.611522,105.285594,296.607295,saab
442.076914,312.502989,415.074542,30.711448,saab
60.067982,80.322949,50.057703,366.914092,bus
457.230246,328.290167,429.986918,46.486413,opel
38.408294,118.792459,40.464002,407.313354,bus
119.883655,56.966221,78.79898,323.499109,saab
49.235853,177.760451,86.109943,460.693329,van
78.663898,77.797484,77.351789,353.907358,van
51.45458,184.724141,95.712459,468.711404,van
78.554092,203.301307,101.513248,488.595192,opel
122.922886,254.967313,155.300724,539.214799,opel
442.712361,314.995067,417.154031,43.097506,opel
47.380425,179.002451,89.420754,462.851708,van
38.190308,107.417169,46.987069,394.34371,bus
104.70286,39.632163,81.529046,322.309641,opel
46.994074,98.062916,57.323098,381.013058,bus
64.119599,89.94379,20.052561,376.615872,bus
89.339771,61.667805,51.771318,346.295116,saab
317.217677,186.592983,284.529313,118.89121,saab
45.602053,110.821597,38.614384,399.728189,van
60.258482,95.256233,28.486162,382.67939,bus
414.31284,283.987026,387.795536,21.844835,saab
333.624942,201.313149,301.507552,99.319272,saab
54.941393,98.09662,70.753721,375.2039,bus
71.4764,201.423038,102.889453,488.275212,saab
193.662872,67.954832,158.744389,238.36935,opel
445.045787,313.784488,417.314663,32.36348,opel
410.728401,277.929806,380.936711,42.362363,saab
28.125917,118.453576,50.496984,400.101374,saab
455.685122,325.454222,428.325128,41.7566,opel
101.704429,234.82247,136.863035,520.101833,van
104.748554,40.895109,74.891462,321.889066,saab
121.459682,17.355264,93.013023,304.372954,opel
49.85905,93.367713,41.984178,381.207029,van
52.073333,93.547313,61.416947,372.966555,bus
67.58537,90.787057,72.284458,370.57739,van
99.606909,232.459521,134.141443,518.190737,van
28.523061,155.077591,66.546519,440.57068,opel
266.497116,133.355176,237.661004,166.73431,saab
404.053794,275.098088,378.044012,28.661508,saab
417.922805,285.98553,388.18359,30.578395,opel
90.886305,211.711289,107.035472,497.639031,saab
400.517388,271.253165,370.184834,53.796996,opel
55.057665,187.478107,99.401202,470.682016,van
52.735303,93.448334,24.370511,380.595537,saab
290.061474,159.598174,257.494043,141.951221,saab
129.663793,28.254192,100.131561,301.983691,bus
41.890801,113.993716,67.115407,390.263114,bus
21.987533,152.418157,63.099732,438.925414,saab
400.036234,269.178644,372.71393,29.791956,bus
261.466572,129.441121,233.161988,163.665545,bus
69.629004,75.867426,61.89512,360.400743,bus
