@relation vehicle_EM-weka.filters.unsupervised.instance.Resample-S1-Z90.0-no-replacement

@attribute CLUSTER1DIST numeric
@attribute CLUSTER2DIST numeric
@attribute CLUSTER3DIST numeric
@attribute CLUSTER4DIST numeric
@attribute Class {van,saab,bus,opel}

@data
83.709558,78.702285,200.007231,471.853148,van
320.782481,347.012282,202.728456,89.034029,opel
45.613573,83.584939,88.189375,360.315165,bus
226.693473,258.944756,109.118086,172.718329,opel
64.479816,72.928519,92.67596,353.655485,van
401.849054,428.964207,284.324504,28.303112,opel
409.820047,436.875798,291.272012,22.216291,saab
128.859199,104.610951,247.488133,521.140145,van
128.996647,105.129487,247.277068,520.291046,van
64.244328,89.61218,76.403731,346.284573,bus
622.75274,646.170603,506.162056,234.972056,bus
68.873221,48.923253,185.255517,458.445119,van
136.712595,169.427301,31.229536,264.322915,bus
46.959838,48.6309,107.285457,375.044495,bus
35.112995,43.441695,112.094957,383.744583,bus
379.975771,406.684437,261.485505,22.600362,saab
450.100976,478.110363,331.289641,63.652791,opel
144.314406,113.054926,260.131049,530.305382,saab
58.630269,76.144563,86.54069,353.759313,van
82.885168,100.624481,65.527342,325.702083,van
323.133859,353.619739,204.642635,80.990441,opel
395.873302,421.296189,278.117794,24.60447,opel
54.510188,72.929561,85.814261,352.974074,van
79.844574,75.341479,196.211499,469.077681,van
64.87961,74.236978,89.079658,353.393709,bus
115.382222,151.11354,43.72743,289.723561,bus
55.258464,25.75064,153.771116,420.644395,saab
207.260822,239.646258,93.741655,195.295142,opel
34.901874,45.779586,123.751089,394.003936,opel
403.824091,428.885431,286.419771,32.153512,saab
54.447874,38.719843,124.568024,389.39945,bus
41.082366,62.770513,93.966931,365.647735,bus
436.646554,465.248501,317.537159,53.00306,saab
66.086881,107.071413,78.432189,344.856022,bus
325.500834,355.602913,207.186312,75.594687,opel
181.234967,211.122719,64.621309,217.840615,saab
94.237077,75.373402,212.105407,485.677949,van
132.497291,146.657399,139.456373,375.852096,bus
77.634861,104.894556,54.584133,324.132036,opel
34.091788,32.800132,147.303745,420.705368,opel
63.886237,96.107795,70.116966,341.446493,van
401.72266,430.528017,282.448992,29.261626,saab
65.205026,27.742712,168.334397,435.743449,van
40.709756,49.471362,150.264438,423.937914,van
16.979848,41.692746,127.340048,400.523237,bus
72.631458,56.229409,189.384096,461.738576,van
179.05547,208.914339,65.586857,225.529516,bus
53.567074,55.734399,104.080788,370.264175,bus
42.699033,63.036947,94.880115,365.567402,saab
60.557135,81.067002,78.155225,344.315305,van
61.904645,81.709022,76.314,345.028079,bus
254.65289,286.363702,137.643935,148.222164,opel
82.600612,97.506702,70.40372,328.479479,van
58.995844,85.035131,70.710232,341.805838,saab
367.466055,392.662635,250.175619,40.066869,opel
239.495089,268.787963,120.888773,159.158273,saab
45.970508,39.462342,158.123656,429.802295,opel
37.566712,72.550962,104.558618,375.168585,opel
267.446263,296.481326,150.149854,130.933255,bus
47.363763,87.522712,107.958103,375.6145,opel
389.550933,417.630449,270.314168,39.051199,opel
66.263726,64.318076,182.549389,455.442583,van
55.231958,59.374727,99.186204,364.322575,bus
73.300564,109.247662,54.177609,326.892097,bus
48.303112,74.916248,83.706889,357.261982,bus
64.43247,35.057793,176.339877,447.648385,saab
337.597052,362.949976,221.765219,69.250854,opel
59.623621,84.263467,74.844059,343.710352,opel
209.55492,241.29748,178.945447,357.763636,van
51.588284,75.969282,86.760798,354.379686,opel
184.186157,217.701674,73.3322,220.783433,bus
36.102743,78.370189,96.233779,368.994953,van
43.03144,53.937073,100.791865,370.6044,saab
336.743368,362.422409,218.671105,64.205249,bus
382.618445,408.958065,264.216306,24.940777,saab
48.481366,53.680379,110.044176,379.128764,bus
68.224006,42.252319,180.089819,450.643192,van
369.248235,397.402636,251.582823,36.85517,opel
394.979574,418.526012,278.704888,46.078619,opel
130.141665,159.27541,21.395699,267.397759,saab
12.598596,42.541543,120.922587,395.465222,bus
144.105792,178.65458,36.023764,255.107208,saab
422.605454,450.068737,304.397563,32.823159,saab
91.235092,130.79561,63.584476,321.321788,bus
195.367787,223.040455,79.190202,207.394465,opel
38.070083,64.348283,142.651451,414.569605,van
59.257319,70.157168,88.078448,354.392936,bus
378.306547,406.827108,260.591464,36.395307,saab
23.610608,60.958721,99.618312,374.784237,bus
86.293833,120.448066,51.442884,315.075513,saab
125.387818,155.744681,113.731233,351.634499,van
74.469238,47.832026,189.695537,461.47078,opel
43.979107,68.773001,86.116957,357.148336,van
228.16104,261.892051,114.010035,177.786986,saab
447.566877,472.008465,330.803293,70.353079,bus
350.815995,377.987657,232.864551,46.904208,saab
429.857779,458.026049,310.856569,46.770649,opel
673.351314,697.671624,556.391372,283.608483,bus
22.461247,36.984714,134.030576,406.913154,van
103.402125,88.373329,222.175536,495.148856,van
43.365604,44.616195,110.9855,380.239743,bus
202.567645,235.364918,86.500642,197.7054,opel
386.609229,414.21615,267.495931,50.454288,opel
51.065121,42.269751,166.204185,440.419272,van
79.559572,95.422398,74.372902,334.117008,van
51.449263,91.769204,79.508979,352.263579,bus
310.946023,340.062679,191.868307,90.459835,opel
552.43228,576.622364,434.732578,162.085071,bus
340.230811,368.724673,220.875639,62.54668,opel
68.466056,107.022704,77.966142,341.667854,opel
317.348405,347.337115,198.858885,89.620837,opel
81.685173,109.319464,44.785019,315.715533,saab
216.341823,242.676081,191.36302,371.66155,van
75.075257,37.459451,181.709133,449.391606,saab
419.913617,448.609368,300.895336,35.364165,opel
138.257769,172.283244,32.887206,264.481939,bus
124.973592,105.318087,244.222953,517.505071,van
424.495126,452.366101,306.458106,40.790378,saab
426.014114,454.630263,306.861528,43.3828,opel
41.061057,66.680383,92.298107,363.525327,van
368.510092,397.504443,249.574648,40.214067,opel
90.784673,121.287077,52.4862,311.047072,opel
128.133594,94.290581,242.773129,512.915289,van
89.639479,119.672444,41.936392,311.216578,saab
48.21303,78.774919,82.077001,355.190597,opel
48.501726,59.444018,99.973199,369.325911,bus
21.731094,45.935799,110.857461,384.24318,van
66.158818,79.292758,85.431991,348.122228,van
73.976575,44.148206,187.617582,460.268096,van
413.997072,437.788459,297.970758,53.121797,bus
346.308657,372.022992,228.072681,69.893048,opel
322.262985,352.316586,204.696171,81.499552,saab
184.433488,218.91591,78.003992,222.803505,opel
371.462036,399.733892,253.701508,34.424624,saab
28.747957,60.596444,117.062796,387.659909,opel
55.494577,75.630359,92.109553,362.104956,bus
398.685935,424.25299,280.684513,21.225583,saab
78.740125,56.099689,196.866147,470.001604,saab
32.123911,55.244414,99.106808,372.007054,bus
118.17509,154.238509,47.551599,287.703223,saab
52.944392,39.329407,122.078148,387.199541,bus
41.878112,62.496338,146.529698,418.418135,saab
302.000181,332.534085,184.994785,102.114887,opel
76.326555,91.609942,74.04172,334.009635,van
234.234669,264.894341,116.003899,164.968771,saab
373.542951,399.422122,255.611303,30.252632,saab
26.530922,47.582663,107.243094,380.270993,bus
282.302719,312.740661,165.234781,119.584193,saab
422.329366,450.367603,304.335845,42.80213,saab
319.526186,349.036852,200.733399,80.603044,saab
42.332217,60.364339,149.945663,422.154128,opel
372.712733,397.517054,255.736831,42.199265,saab
298.254087,327.609332,179.723471,100.467736,opel
44.608966,67.710069,93.957515,364.596445,opel
35.719348,43.968787,121.261796,393.329859,van
68.202679,54.620618,183.591864,454.655276,opel
26.361442,50.957279,114.959798,388.789207,bus
430.618591,457.164951,312.339089,41.175752,bus
84.15803,75.358546,201.687188,474.067194,van
134.823106,169.860446,33.28072,265.493667,bus
