@relation vehicle_EM-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement

@attribute CLUSTER1DIST numeric
@attribute CLUSTER2DIST numeric
@attribute CLUSTER3DIST numeric
@attribute CLUSTER4DIST numeric
@attribute Class {van,saab,bus,opel}

@data
125.224419,154.458628,23.949329,274.212683,opel
534.601274,557.840764,417.746485,148.686574,bus
714.003587,739.710027,595.456153,320.808398,bus
151.736004,185.155444,54.339574,254.636278,bus
84.052192,99.031444,67.867597,325.668217,van
77.257336,115.066644,55.840171,326.208604,bus
66.197577,97.096617,60.45075,332.032159,van
41.863316,23.972519,144.987552,414.956784,opel
159.616537,194.863806,58.360599,246.751529,opel
50.338824,50.857291,107.189985,373.919536,bus
57.340192,82.545704,78.930982,348.964526,saab
107.712954,90.527144,226.635978,500.656862,van
103.927729,81.765849,222.168904,495.053505,opel
54.418067,39.555117,123.796145,388.366602,bus
67.728459,105.636305,66.447356,335.783331,opel
362.286821,387.252153,244.986161,45.011249,saab
73.966944,39.43655,184.530682,454.935785,opel
34.036231,71.222375,89.453758,364.581778,bus
55.820423,55.280342,105.847526,369.790164,bus
119.961629,153.956587,21.826057,278.756033,saab
149.374541,186.370142,63.983437,264.421011,opel
229.145315,256.908173,114.001204,182.216271,saab
71.478944,57.75117,121.571456,379.181177,bus
40.643696,38.663521,152.996919,425.040571,opel
37.116299,40.741474,148.191287,420.15304,van
277.5183,308.618706,159.054778,122.643079,opel
349.31751,376.566903,232.91126,57.064085,opel
428.730369,455.422411,309.896278,52.491094,opel
50.400115,41.040191,118.240553,384.180965,bus
39.520208,38.004977,144.787156,417.772112,van
37.349455,55.594204,108.396699,378.153099,saab
416.290351,444.811242,297.043113,37.883046,saab
75.610589,82.366668,92.039898,348.036799,van
395.18769,423.867642,276.280429,30.005322,opel
32.6458,57.460926,100.245587,373.361373,bus
64.358683,51.46468,181.606798,456.338966,van
348.231979,376.864737,230.496884,53.834862,saab
52.136956,69.149695,86.386466,356.131565,saab
288.030944,317.806103,169.146769,109.981047,saab
65.960919,101.929706,60.711104,333.377311,van
216.635536,249.79744,105.57188,190.328668,opel
40.554882,45.922272,114.185219,384.710753,bus
158.92811,191.457561,48.923325,241.182098,saab
105.244675,135.582406,115.633485,366.923293,van
56.689818,52.994557,109.751751,373.357177,bus
55.781983,47.814201,115.437052,379.220651,bus
481.942213,507.516776,363.610998,89.83887,bus
355.492285,385.039453,237.311968,50.350914,saab
11.436758,45.076538,118.148442,392.670049,van
423.326252,450.294005,304.984025,31.326541,saab
185.126123,210.994006,74.266081,222.319915,saab
173.431781,204.425766,69.513275,233.393188,opel
112.981682,77.775668,227.470056,498.115191,van
410.362257,437.432507,291.946003,23.358698,saab
401.926865,429.091175,283.835867,17.620765,saab
85.447541,53.415083,201.084898,472.574377,van
61.595287,51.633197,117.999466,379.800017,bus
187.096702,217.927722,71.480924,215.177818,bus
56.476491,18.61333,162.425035,432.595721,van
439.227897,466.063786,320.920653,49.352351,opel
42.645467,58.821891,156.554255,429.458267,van
26.679839,57.735946,115.66647,388.818492,van
65.412452,104.272701,66.461849,337.519534,bus
71.070862,93.249201,65.273801,332.388002,van
65.445758,58.460574,179.967426,453.505349,van
146.174538,174.530399,37.403224,253.680226,opel
212.968939,243.308649,95.785482,184.988161,saab
51.679137,84.263949,84.28197,355.786761,bus
377.437378,402.032557,261.460916,46.894468,opel
390.41152,415.208709,274.228399,45.278016,bus
75.282622,104.474036,55.59939,324.994865,van
239.295362,270.646361,120.755063,161.101956,saab
36.188946,62.764854,145.665528,418.697786,van
18.544202,53.226051,119.152754,393.928939,van
33.930524,61.285971,117.127039,390.142789,bus
54.340144,76.457301,77.574945,348.782132,opel
14.258612,52.681117,115.958454,390.407462,van
369.086003,396.132149,250.327869,48.539767,saab
38.846393,78.983834,86.288615,360.758477,bus
255.555425,285.473256,137.591007,143.281034,saab
36.336183,42.10106,121.531523,390.469518,saab
48.781735,79.979962,85.582572,358.117324,bus
51.675095,60.440816,98.915815,366.113391,bus
49.544566,42.807715,115.543836,381.677304,bus
